Date,Adj_Close,Close,High,Low,Open,Symbol,Volume
2010-01-04,41.616544,45.360001,45.380001,43.52,43.990002,DST,657300
2010-01-05,41.075235,44.77,45.349998,44.389999,45.150002,DST,365300
2010-01-06,40.992663,44.68,44.799999,44.41,44.77,DST,202500
2010-01-07,41.27708,44.990002,45.02,44.389999,44.66,DST,379100
2010-01-08,41.350476,45.07,45.099998,44.490002,44.75,DST,165000
2010-01-11,41.524795,45.259998,45.549999,44.98,45.099998,DST,257300
2010-01-12,40.992663,44.68,45.139999,44.48,44.880001,DST,286200
2010-01-13,41.524795,45.259998,45.360001,44.790001,44.869999,DST,134900
2010-01-14,42.433094,46.25,46.310001,44.84,44.869999,DST,374700
2010-01-15,41.579844,45.32,46.259998,45.200001,46.18,DST,166200
2010-01-19,42.322998,46.130001,46.16,45.259998,45.349998,DST,304200
2010-01-20,42.11198,45.900002,46.049999,45.560001,45.869999,DST,321800
2010-01-21,41.67159,45.419998,46.18,45.119999,45.810001,DST,375700
2010-01-22,40.87339,44.549999,45.419998,44.290001,45.419998,DST,314800
2010-01-25,40.89174,44.57,45.049999,44.450001,44.77,DST,189400
2010-01-26,41.011013,44.700001,45.130001,44.25,44.419998,DST,788700
2010-01-27,41.589021,45.330002,45.419998,44.509998,44.75,DST,488000
2010-01-28,41.139458,44.84,45.490002,44.25,45.490002,DST,338700
2010-01-29,41.589021,45.330002,45.959999,44.77,45.150002,DST,631000
2010-02-01,41.533972,45.27,46.02,45.16,45.560001,DST,593300
2010-02-02,36.194283,39.450001,44.34,39.25,43.689999,DST,4015700
2010-02-03,36.14841,39.400002,40.049999,39.119999,39.619999,DST,1030000
2010-02-04,35.074966,38.23,39.23,38.099998,39.169998,DST,821300
2010-02-05,35.065793,38.220001,38.369999,37.580002,38.080002,DST,708000
2010-02-08,34.827248,37.959999,38.470001,37.919998,38.189999,DST,721800
2010-02-09,35.414429,38.599998,38.84,38.09,38.209999,DST,719900
2010-02-10,35.065793,38.220001,38.549999,38.060001,38.360001,DST,473100
2010-02-11,35.203411,38.369999,38.41,38.00,38.209999,DST,825100
2010-02-12,35.377733,38.560001,38.59,37.849998,38.130001,DST,582800
2010-02-16,35.808943,39.029999,39.040001,38.450001,38.68,DST,377700
2010-02-17,36.11171,39.360001,39.43,38.959999,39.029999,DST,218600
2010-02-18,35.579575,38.779999,39.360001,38.610001,39.189999,DST,405600
2010-02-19,35.423606,38.610001,38.869999,38.43,38.630001,DST,621000
2010-02-22,35.322684,38.50,38.779999,38.380001,38.779999,DST,194300
2010-02-23,35.203411,38.369999,38.549999,38.169998,38.349998,DST,278900
2010-02-24,35.157538,38.32,38.540001,38.150002,38.369999,DST,338900
2010-02-25,35.203411,38.369999,38.48,37.709999,37.959999,DST,325900
2010-02-26,35.258461,38.43,38.470001,38.049999,38.330002,DST,359900
2010-03-01,35.552052,38.75,38.860001,38.150002,38.150002,DST,307800
2010-03-02,35.414429,38.599998,38.950001,38.43,38.799999,DST,521400
2010-03-03,35.084142,38.240002,38.740002,38.139999,38.740002,DST,499100
2010-03-04,35.808943,39.029999,39.080002,38.32,38.330002,DST,752200
2010-03-05,37.047533,40.380001,40.43,39.389999,39.509998,DST,558600
2010-03-08,37.258551,40.610001,40.639999,40.220001,40.439999,DST,271600
2010-03-09,37.460396,40.830002,40.98,40.34,40.599998,DST,404000
2010-03-10,37.854906,41.259998,41.290001,40.639999,40.639999,DST,293500
2010-03-11,38.020051,41.439999,41.490002,40.50,41.209999,DST,721300
2010-03-12,37.983355,41.400002,41.68,41.119999,41.68,DST,399200
2010-03-15,37.74307,40.84,41.16,40.450001,41.16,DST,474400
2010-03-16,38.001836,41.119999,41.23,40.549999,40.790001,DST,339400
2010-03-17,38.371505,41.52,41.970001,41.189999,41.279999,DST,547200
2010-03-18,38.362261,41.509998,41.740002,40.799999,41.509998,DST,444400
2010-03-19,38.353021,41.50,41.939999,41.330002,41.50,DST,457800
2010-03-22,38.824346,42.009998,42.099998,41.240002,41.240002,DST,243100
2010-03-23,38.445437,41.599998,42.220001,41.59,42.060001,DST,418700
2010-03-24,38.038803,41.16,41.549999,41.07,41.549999,DST,341300
2010-03-25,38.158946,41.290001,41.810001,41.07,41.450001,DST,383300
2010-03-26,38.362261,41.509998,41.75,41.299999,41.490002,DST,414300
2010-03-29,38.815106,42.00,42.139999,41.549999,41.549999,DST,387400
2010-03-30,38.426956,41.580002,42.040001,41.52,41.98,DST,308300
2010-03-31,38.306813,41.450001,41.73,41.330002,41.400002,DST,403300
2010-04-01,37.983352,41.099998,41.830002,40.860001,41.73,DST,324000
2010-04-05,38.815106,42.00,42.02,40.91,41.099998,DST,218200
2010-04-06,38.704206,41.880001,42.16,41.700001,41.700001,DST,219600
2010-04-07,38.750414,41.93,42.32,41.599998,41.799999,DST,351500
2010-04-08,38.491648,41.650002,41.91,41.34,41.759998,DST,162600
2010-04-09,38.611787,41.779999,41.849998,41.540001,41.790001,DST,172700
2010-04-12,39.055388,42.259998,42.290001,41.68,41.880001,DST,181300
2010-04-13,38.972213,42.169998,42.259998,41.990002,42.18,DST,178200
2010-04-14,39.120083,42.330002,42.439999,42.200001,42.220001,DST,444600
2010-04-15,39.184775,42.400002,42.619999,42.189999,42.189999,DST,435300
2010-04-16,38.750414,41.93,42.57,41.869999,42.349998,DST,308700
2010-04-19,38.824346,42.009998,42.099998,41.560001,41.919998,DST,179300
2010-04-20,39.462025,42.700001,42.700001,42.040001,42.25,DST,250100
2010-04-21,39.970317,43.25,43.459999,42.610001,42.73,DST,443400
2010-04-22,40.848279,44.200001,44.41,42.82,43.25,DST,749200
2010-04-23,41.30112,44.689999,44.73,44.080002,44.27,DST,315900
2010-04-26,40.441642,43.759998,44.689999,43.740002,44.689999,DST,734800
2010-04-27,40.598752,43.93,44.09,43.43,43.549999,DST,548700
2010-04-28,39.840934,43.110001,44.080002,42.990002,43.900002,DST,815700
2010-04-29,39.924109,43.200001,43.279999,42.599998,43.259998,DST,681700
