Date,Adj_Close,Close,High,Low,Open,Symbol,Volume
2015-01-02,65.029999,65.029999,65.379997,64.43,64.919998,CERN,1183900
2015-01-05,64.169998,64.169998,65.410004,64.040001,64.610001,CERN,1228800
2015-01-06,63.52,63.52,64.720001,63.189999,64.120003,CERN,1157100
2015-01-07,64.190002,64.190002,64.360001,63.189999,63.830002,CERN,976700
2015-01-08,65.599998,65.599998,65.720001,64.510002,64.860001,CERN,948300
2015-01-09,64.949997,64.949997,65.779999,64.900002,65.480003,CERN,1161400
2015-01-12,64.790001,64.790001,65.50,64.43,64.970001,CERN,843700
2015-01-13,65.269997,65.269997,66.360001,64.610001,65.519997,CERN,1305300
2015-01-14,64.68,64.68,65.489998,64.279999,64.580002,CERN,1025600
2015-01-15,64.07,64.07,65.029999,63.970001,64.800003,CERN,905700
2015-01-16,65.589996,65.589996,65.709999,63.84,64.139999,CERN,1250800
2015-01-20,64.970001,64.970001,65.739998,64.029999,65.199997,CERN,1634000
2015-01-21,65.559998,65.559998,65.690002,64.510002,64.989998,CERN,1371700
2015-01-22,67.169998,67.169998,67.199997,64.870003,65.889999,CERN,1446500
2015-01-23,67.220001,67.220001,67.910004,66.690002,67.160004,CERN,1037600
2015-01-26,68.120003,68.120003,68.32,66.809998,67.169998,CERN,1246900
2015-01-27,67.529999,67.529999,68.370003,66.50,68.370003,CERN,1467200
2015-01-28,66.870003,66.870003,68.129997,66.75,67.809998,CERN,1507400
2015-01-29,67.279999,67.279999,67.419998,66.019997,66.779999,CERN,1122100
2015-01-30,66.349998,66.349998,67.169998,65.940002,66.75,CERN,1796600
2015-02-02,66.730003,66.730003,67.010002,65.050003,66.910004,CERN,1273400
2015-02-03,67.269997,67.269997,67.459999,66.599998,66.809998,CERN,1660700
2015-02-04,66.779999,66.779999,67.599998,66.540001,67.470001,CERN,1402600
2015-02-05,67.010002,67.010002,67.260002,66.480003,67.160004,CERN,1851000
2015-02-06,67.720001,67.720001,68.400002,66.940002,67.129997,CERN,1602400
2015-02-09,66.870003,66.870003,67.699997,66.459999,67.489998,CERN,1614500
2015-02-10,67.410004,67.410004,67.529999,66.389999,66.959999,CERN,3414900
2015-02-11,67.709999,67.709999,67.830002,66.559998,66.709999,CERN,2723100
2015-02-12,69.830002,69.830002,69.879997,67.849998,68.279999,CERN,2102500
2015-02-13,70.980003,70.980003,71.239998,69.690002,69.889999,CERN,2450400
2015-02-17,69.75,69.75,71.220001,69.360001,71.050003,CERN,2564400
2015-02-18,70.599998,70.599998,70.620003,69.50,69.730003,CERN,1260000
2015-02-19,71.260002,71.260002,71.349998,70.260002,70.32,CERN,1248000
2015-02-20,72.080002,72.080002,72.099998,70.93,71.190002,CERN,1655500
2015-02-23,73.080002,73.080002,73.120003,72.099998,72.190002,CERN,2233200
2015-02-24,72.779999,72.779999,73.199997,72.110001,73.120003,CERN,1818600
2015-02-25,72.690002,72.690002,73.239998,72.529999,72.82,CERN,1327300
2015-02-26,72.779999,72.779999,72.940002,72.150002,72.449997,CERN,1082300
2015-02-27,72.059998,72.059998,72.75,72.019997,72.43,CERN,1199100
2015-03-02,72.379997,72.379997,72.739998,71.290001,72.160004,CERN,1505300
2015-03-03,71.919998,71.919998,71.970001,71.489998,71.589996,CERN,1279100
2015-03-04,71.900002,71.900002,72.029999,71.199997,71.370003,CERN,1586900
2015-03-05,72.510002,72.510002,72.589996,71.839996,71.959999,CERN,1139800
2015-03-06,69.970001,69.970001,72.25,69.68,72.25,CERN,1953800
2015-03-09,70.099998,70.099998,70.470001,69.629997,70.139999,CERN,1660800
