Date,Adj_Close,Close,High,Low,Open,Symbol,Volume
2015-01-02,26.059999,26.059999,26.469999,25.620001,26.290001,PAYC,87500
2015-01-05,25.18,25.18,25.950001,25.08,25.950001,PAYC,58700
2015-01-06,24.559999,24.559999,25.549999,24.299999,25.280001,PAYC,89900
2015-01-07,25.34,25.34,25.48,24.50,24.620001,PAYC,77300
2015-01-08,26.42,26.42,27.00,25.67,25.809999,PAYC,173200
2015-01-09,25.43,25.43,26.950001,25.18,26.719999,PAYC,111800
2015-01-12,24.68,24.68,25.27,24.07,24.85,PAYC,239000
2015-01-13,23.610001,23.610001,24.690001,23.16,24.52,PAYC,431500
2015-01-14,23.18,23.18,24.368999,22.76,23.15,PAYC,543100
2015-01-15,23.610001,23.610001,24.50,23.25,23.92,PAYC,2855700
2015-01-16,23.49,23.49,23.898001,23.059999,23.50,PAYC,254600
2015-01-20,23.24,23.24,23.594999,22.58,23.50,PAYC,215800
2015-01-21,25.26,25.26,25.84,23.40,23.889999,PAYC,429600
2015-01-22,26.280001,26.280001,26.379999,24.57,25.35,PAYC,415700
2015-01-23,27.040001,27.040001,28.23,26.120001,26.120001,PAYC,697600
2015-01-26,27.41,27.41,28.129999,26.60,27.219999,PAYC,506500
2015-01-27,28.120001,28.120001,28.719999,26.780001,27.360001,PAYC,588500
2015-01-28,28.76,28.76,30.200001,27.809999,28.469999,PAYC,1546200
2015-01-29,27.4,27.40,29.370001,26.24,28.940001,PAYC,797900
2015-01-30,26.17,26.17,27.780001,25.129999,27.27,PAYC,851900
2015-02-02,26.09,26.09,27.10,25.280001,26.07,PAYC,567600
2015-02-03,27.58,27.58,27.809999,26.00,26.10,PAYC,463200
2015-02-04,27.08,27.08,27.940001,26.83,27.209999,PAYC,197600
2015-02-05,28.0,28.00,28.41,27.09,27.09,PAYC,465800
2015-02-06,28.049999,28.049999,28.60,27.42,28.01,PAYC,280100
2015-02-09,29.76,29.76,30.32,27.66,27.790001,PAYC,1272000
2015-02-10,31.700001,31.700001,32.389999,28.41,30.299999,PAYC,1183000
2015-02-11,31.450001,31.450001,34.700001,28.809999,34.130001,PAYC,1902600
2015-02-12,33.080002,33.080002,33.700001,31.049999,31.799999,PAYC,777000
2015-02-13,32.369999,32.369999,34.07,31.73,32.779999,PAYC,468500
2015-02-17,33.560001,33.560001,33.98,31.43,32.369999,PAYC,683300
2015-02-18,32.630001,32.630001,33.685001,32.200001,33.599998,PAYC,376200
2015-02-19,33.389999,33.389999,35.120998,32.599998,32.599998,PAYC,713500
2015-02-20,33.77,33.77,34.029999,32.799999,33.200001,PAYC,337500
2015-02-23,32.91,32.91,34.060001,32.200001,33.779999,PAYC,418300
2015-02-24,33.189999,33.189999,33.619999,32.389999,33.009998,PAYC,345800
2015-02-25,32.939999,32.939999,33.290001,32.32,33.049999,PAYC,239000
2015-02-26,32.84,32.84,33.09,32.139999,32.98,PAYC,440500
2015-02-27,31.879999,31.879999,33.950001,31.562,32.720001,PAYC,729200
2015-03-02,31.870001,31.870001,32.540001,31.239,31.860001,PAYC,420200
2015-03-03,31.92,31.92,32.880001,31.629999,31.809999,PAYC,489700
2015-03-04,31.639999,31.639999,32.259998,31.58,32.00,PAYC,287900
2015-03-05,32.349998,32.349998,32.790001,31.41,31.59,PAYC,265300
2015-03-06,32.16,32.16,33.75,31.969999,32.099998,PAYC,601300
2015-03-09,30.65,30.65,31.879999,29.139999,31.879999,PAYC,952800
2015-03-10,30.879999,30.879999,31.17,29.77,30.209999,PAYC,629900
2015-03-11,31.49,31.49,31.889999,30.559999,30.719999,PAYC,539600
2015-03-12,31.870001,31.870001,31.98,31.50,31.639999,PAYC,213000
2015-03-13,31.4,31.40,31.98,31.26,31.83,PAYC,364700
2015-03-16,31.950001,31.950001,32.099998,31.450001,31.74,PAYC,428800
2015-03-17,32.669998,32.669998,33.470001,31.870001,32.139999,PAYC,744000
2015-03-18,34.220001,34.220001,34.650002,32.630001,32.709999,PAYC,551000
2015-03-19,35.110001,35.110001,35.863998,34.41,34.560001,PAYC,537100
2015-03-20,33.77,33.77,35.73,33.700001,35.34,PAYC,957500
2015-03-23,33.189999,33.189999,34.096001,32.549999,33.77,PAYC,408700
2015-03-24,31.620001,31.620001,33.060001,31.559999,32.75,PAYC,512800
2015-03-25,30.469999,30.469999,31.896,30.299999,31.620001,PAYC,352700
2015-03-26,31.83,31.83,32.209999,29.52,30.23,PAYC,379400
2015-03-27,31.84,31.84,32.056,31.360001,31.77,PAYC,207000
2015-03-30,32.09,32.09,32.48,32.009998,32.009998,PAYC,174300
2015-03-31,32.060001,32.060001,32.389999,31.76,31.809999,PAYC,255900
2015-04-01,31.66,31.66,32.119999,31.08,32.119999,PAYC,185000
2015-04-02,31.5,31.50,32.119999,31.299999,31.75,PAYC,156500
2015-04-06,31.969999,31.969999,32.325001,31.33,31.40,PAYC,162600
2015-04-07,32.360001,32.360001,32.75,31.959999,32.060001,PAYC,220200
2015-04-08,32.279999,32.279999,32.880001,32.060001,32.490002,PAYC,129000
2015-04-09,31.969999,31.969999,32.285,31.18,32.099998,PAYC,249400
2015-04-10,31.77,31.77,32.257,31.549999,32.00,PAYC,178700
2015-04-13,31.469999,31.469999,31.959999,31.40,31.790001,PAYC,141900
2015-04-14,30.49,30.49,31.690001,30.09,31.530001,PAYC,267800
2015-04-15,31.1,31.10,31.219999,30.52,30.74,PAYC,158300
2015-04-16,30.82,30.82,31.17,30.52,30.90,PAYC,158400
2015-04-17,30.110001,30.110001,30.620001,29.360001,30.43,PAYC,305900
2015-04-20,32.200001,32.200001,32.599998,30.200001,30.540001,PAYC,378000
2015-04-21,33.110001,33.110001,33.330002,32.400002,32.619999,PAYC,299400
2015-04-22,32.950001,32.950001,33.98,32.830002,33.419998,PAYC,293500
2015-04-23,33.049999,33.049999,33.360001,32.540001,33.080002,PAYC,166900
2015-04-24,32.91,32.91,33.330002,32.32,33.330002,PAYC,157900
2015-04-27,32.209999,32.209999,33.59,32.150002,33.389999,PAYC,247900
2015-04-28,32.91,32.91,33.48,31.60,32.25,PAYC,230300
2015-04-29,32.380001,32.380001,33.16,32.099998,32.799999,PAYC,161600
2015-04-30,31.610001,31.610001,32.639999,31.209999,32.32,PAYC,188200
2015-05-01,31.93,31.93,32.529999,31.065001,31.92,PAYC,273000
2015-05-04,32.959999,32.959999,33.439999,32.040001,32.060001,PAYC,525400
2015-05-05,31.33,31.33,32.740002,30.84,32.740002,PAYC,319800
2015-05-06,33.049999,33.049999,33.990002,30.85,31.299999,PAYC,835400
2015-05-07,35.330002,35.330002,35.580002,31.530001,33.560001,PAYC,2059300
2015-05-08,35.700001,35.700001,37.700001,35.00,35.720001,PAYC,1439700
2015-05-11,38.290001,38.290001,38.409,35.98,36.060001,PAYC,867600
2015-05-12,38.950001,38.950001,39.209999,37.119999,38.41,PAYC,549800
2015-05-13,38.150002,38.150002,39.66,37.950001,39.009998,PAYC,382400
2015-05-14,39.240002,39.240002,39.75,38.029999,38.630001,PAYC,435500
2015-05-15,35.290001,35.290001,36.650002,35.032001,36.639999,PAYC,3555100
2015-05-18,35.349998,35.349998,35.855999,35.330002,35.470001,PAYC,894900
2015-05-19,35.669998,35.669998,35.842999,34.549999,35.52,PAYC,759300
2015-05-20,35.799999,35.799999,36.299999,35.389999,35.599998,PAYC,680300
2015-05-21,36.209999,36.209999,36.66,35.860001,35.860001,PAYC,529900
2015-05-22,35.669998,35.669998,36.450001,35.580002,36.240002,PAYC,570100
2015-05-26,35.169998,35.169998,35.720001,34.279999,35.68,PAYC,620300
2015-05-27,35.189999,35.189999,35.356998,34.627998,35.220001,PAYC,436700
2015-05-28,34.709999,34.709999,35.349998,34.16,35.220001,PAYC,369500
2015-05-29,34.759998,34.759998,34.990002,33.849998,34.630001,PAYC,662900
2015-06-01,34.75,34.75,35.560001,34.18,34.990002,PAYC,638700
2015-06-02,35.380001,35.380001,36.23,34.27,34.50,PAYC,683300
2015-06-03,35.330002,35.330002,35.540001,34.799999,35.380001,PAYC,338300
2015-06-04,35.23,35.23,36.00,34.917,35.00,PAYC,317200
2015-06-05,35.400002,35.400002,35.625,34.59,35.290001,PAYC,492000
2015-06-08,36.299999,36.299999,36.84,35.93,36.00,PAYC,767500
2015-06-09,36.060001,36.060001,36.57,34.220001,36.389999,PAYC,751800
2015-06-10,36.029999,36.029999,36.220001,35.810001,36.18,PAYC,404600
2015-06-11,35.759998,35.759998,36.09,35.483002,36.00,PAYC,189900
2015-06-12,35.919998,35.919998,36.02,35.290001,35.549999,PAYC,292800
2015-06-15,36.490002,36.490002,36.580002,35.25,35.709999,PAYC,500300
2015-06-16,38.240002,38.240002,38.305,36.34,36.34,PAYC,1441900
2015-06-17,38.150002,38.150002,38.639999,37.759998,38.470001,PAYC,644800
2015-06-18,38.360001,38.360001,38.521999,37.919998,38.150002,PAYC,439300
2015-06-19,37.709999,37.709999,38.41,37.380001,38.360001,PAYC,576200
2015-06-22,38.349998,38.349998,39.169998,37.799999,38.279999,PAYC,608200
2015-06-23,38.09,38.09,38.610001,37.849998,38.549999,PAYC,580500
2015-06-24,36.75,36.75,38.18,36.470001,38.09,PAYC,751400
2015-06-25,37.369999,37.369999,37.419998,36.715,36.799999,PAYC,460600
2015-06-26,35.75,35.75,37.66,35.18,37.369999,PAYC,2523000
2015-06-29,34.380001,34.380001,35.349998,34.131001,34.880001,PAYC,772800
2015-06-30,34.150002,34.150002,35.029999,33.299999,34.790001,PAYC,547300
2015-07-01,34.48,34.48,34.950001,34.299999,34.57,PAYC,284700
