Date,Adj_Close,Close,High,Low,Open,Symbol,Volume
2015-01-02,72.339996,72.339996,73.199997,71.889999,72.699997,ADBE,2349200
2015-01-05,71.980003,71.980003,72.43,71.57,72.209999,ADBE,2403300
2015-01-06,70.529999,70.529999,72.099998,69.879997,71.949997,ADBE,2895400
2015-01-07,71.110001,71.110001,71.290001,70.419998,70.769997,ADBE,2378300
2015-01-08,72.919998,72.919998,73.059998,71.309998,71.400002,ADBE,2624200
2015-01-09,71.839996,71.839996,73.129997,71.629997,72.889999,ADBE,1730300
2015-01-12,71.120003,71.120003,72.260002,70.75,72.129997,ADBE,1337900
2015-01-13,70.589996,70.589996,72.959999,69.949997,71.949997,ADBE,2103800
2015-01-14,69.989998,69.989998,70.400002,68.980003,69.879997,ADBE,1927100
2015-01-15,70.290001,70.290001,71.75,70.160004,71.709999,ADBE,2839200
2015-01-16,71.730003,71.730003,71.849998,70.029999,70.029999,ADBE,2375300
2015-01-20,71.489998,71.489998,71.989998,70.580002,71.790001,ADBE,1612000
2015-01-21,71.540001,71.540001,71.889999,70.370003,71.160004,ADBE,1787900
2015-01-22,73.480003,73.480003,73.650002,70.900002,71.900002,ADBE,2178500
2015-01-23,74.059998,74.059998,74.400002,73.059998,73.440002,ADBE,1851700
2015-01-26,72.739998,72.739998,73.150002,71.68,72.610001,ADBE,3593700
2015-01-27,71.459999,71.459999,72.360001,71.059998,71.709999,ADBE,1798600
2015-01-28,70.25,70.25,71.839996,70.07,71.540001,ADBE,2281100
2015-01-29,71.639999,71.639999,71.82,69.779999,70.029999,ADBE,2538100
2015-01-30,70.129997,70.129997,71.669998,70.059998,71.32,ADBE,2331800
2015-02-02,71.110001,71.110001,71.199997,69.040001,70.440002,ADBE,2381900
2015-02-03,71.919998,71.919998,71.970001,71.00,71.540001,ADBE,1555900
2015-02-04,72.279999,72.279999,72.620003,71.779999,71.790001,ADBE,2165200
2015-02-05,73.099998,73.099998,73.18,72.32,72.470001,ADBE,1438800
2015-02-06,72.540001,72.540001,73.620003,72.239998,73.18,ADBE,1351300
2015-02-09,72.330002,72.330002,72.980003,72.040001,72.089996,ADBE,1627800
2015-02-10,72.760002,72.760002,73.190002,72.110001,72.940002,ADBE,1696200
2015-02-11,73.010002,73.010002,73.139999,72.349998,72.779999,ADBE,1600900
2015-02-12,74.589996,74.589996,74.760002,73.309998,73.599998,ADBE,2243500
2015-02-13,76.510002,76.510002,76.620003,74.769997,74.980003,ADBE,3819300
2015-02-17,77.129997,77.129997,77.220001,76.309998,76.669998,ADBE,1986600
2015-02-18,77.730003,77.730003,78.00,76.800003,77.019997,ADBE,1683400
2015-02-19,77.730003,77.730003,77.940002,77.199997,77.419998,ADBE,1556100
2015-02-20,78.550003,78.550003,78.559998,77.199997,77.760002,ADBE,1626900
2015-02-23,78.099998,78.099998,78.690002,77.790001,78.650002,ADBE,1455800
2015-02-24,77.68,77.68,78.029999,77.080002,78.029999,ADBE,1954300
2015-02-25,78.07,78.07,78.440002,77.470001,77.760002,ADBE,1256400
2015-02-26,78.959999,78.959999,79.07,78.019997,78.32,ADBE,1546000
2015-02-27,79.099998,79.099998,80.300003,78.93,79.239998,ADBE,3115800
2015-03-02,79.790001,79.790001,79.790001,78.720001,79.139999,ADBE,1497700
2015-03-03,78.989998,78.989998,79.989998,78.970001,79.629997,ADBE,1616300
2015-03-04,77.629997,77.629997,78.739998,77.129997,78.709999,ADBE,2393600
2015-03-05,78.620003,78.620003,78.709999,77.300003,77.599998,ADBE,1850100
2015-03-06,77.550003,77.550003,78.50,77.050003,78.190002,ADBE,2537100
2015-03-09,77.93,77.93,78.239998,77.43,77.760002,ADBE,2010900
2015-03-10,76.010002,76.010002,77.290001,75.989998,77.25,ADBE,2622000
2015-03-11,76.010002,76.010002,76.779999,75.68,75.910004,ADBE,1692200
2015-03-12,77.400002,77.400002,77.440002,75.970001,76.139999,ADBE,1683200
2015-03-13,77.620003,77.620003,78.059998,76.620003,77.18,ADBE,2202800
2015-03-16,78.330002,78.330002,78.589996,77.800003,78.209999,ADBE,1851400
2015-03-17,79.660004,79.660004,79.870003,78.18,78.220001,ADBE,5719000
2015-03-18,76.889999,76.889999,78.32,74.75,75.50,ADBE,10509400
2015-03-19,77.139999,77.139999,77.379997,75.290001,76.480003,ADBE,3519200
2015-03-20,77.360001,77.360001,77.959999,76.809998,77.669998,ADBE,3577600
2015-03-23,76.349998,76.349998,77.300003,76.339996,77.110001,ADBE,1754100
2015-03-24,75.449997,75.449997,76.419998,75.379997,76.110001,ADBE,2782800
2015-03-25,73.129997,73.129997,75.589996,73.120003,75.50,ADBE,3444700
2015-03-26,72.970001,72.970001,73.360001,72.120003,72.43,ADBE,2965300
2015-03-27,73.309998,73.309998,73.459999,72.559998,72.720001,ADBE,2085200
2015-03-30,73.599998,73.599998,73.860001,73.099998,73.510002,ADBE,1880700
2015-03-31,73.940002,73.940002,74.599998,72.940002,73.110001,ADBE,2556000
2015-04-01,75.07,75.07,75.099998,73.029999,73.610001,ADBE,3976000
2015-04-02,75.68,75.68,76.169998,74.610001,75.169998,ADBE,2158400
2015-04-06,76.230003,76.230003,76.650002,74.75,75.129997,ADBE,2556500
2015-04-07,75.650002,75.650002,76.68,75.620003,76.07,ADBE,2601300
2015-04-08,75.440002,75.440002,76.349998,75.120003,75.68,ADBE,1938500
2015-04-09,76.330002,76.330002,76.349998,75.209999,75.620003,ADBE,1556200
2015-04-10,76.529999,76.529999,76.629997,76.00,76.300003,ADBE,1801200
2015-04-13,76.019997,76.019997,77.00,75.889999,76.440002,ADBE,1230000
2015-04-14,75.949997,75.949997,76.599998,75.589996,76.019997,ADBE,1924800
2015-04-15,76.029999,76.029999,76.50,75.900002,76.089996,ADBE,1355500
2015-04-16,75.150002,75.150002,75.690002,75.099998,75.410004,ADBE,2069800
2015-04-17,73.150002,73.150002,74.550003,72.779999,74.379997,ADBE,3856500
2015-04-20,73.919998,73.919998,74.300003,73.419998,73.419998,ADBE,1688300
2015-04-21,74.620003,74.620003,74.879997,74.209999,74.309998,ADBE,1894600
2015-04-22,75.5,75.50,75.519997,74.629997,74.68,ADBE,1523800
2015-04-23,76.519997,76.519997,76.800003,75.00,75.080002,ADBE,1714100
2015-04-24,76.540001,76.540001,77.209999,75.839996,76.410004,ADBE,1831100
2015-04-27,76.550003,76.550003,77.290001,76.360001,76.839996,ADBE,1653200
2015-04-28,76.019997,76.019997,77.089996,75.870003,76.339996,ADBE,1698200
2015-04-29,76.650002,76.650002,77.260002,75.470001,75.610001,ADBE,2423900
2015-04-30,76.059998,76.059998,77.239998,75.309998,76.400002,ADBE,2109200
2015-05-01,76.43,76.43,76.669998,75.660004,76.290001,ADBE,1745400
2015-05-04,75.849998,75.849998,76.989998,75.82,76.43,ADBE,1655600
2015-05-05,75.0,75.00,75.629997,74.75,75.349998,ADBE,2052200
